title,genres,description,url,price,discount,original_price,launch_date,is_error,reviews,general_reviews,tags
Conan Exiles - Riders of Hyboria Pack,Rol estratégico,"¡Hay monturas en Conan Exiles! La actualización que incluye monturas es gratis, mientras que el pack Jinetes de Hiboria añade grandes cantidades de contenido y opciones para esta función.",https://store.steampowered.com/app/1173900/Conan_Exiles__Riders_of_Hyboria_Pack,"6,99€",-30%,"9,99€",5 DIC 2019,0,95 reseñas de usuarios,Variadas,Estrategia-Acción-Aventura-Rol-Multijugador masivo
Conan Exiles - Jewel of the West Pack,Rol estratégico,"¡Consigue todos los nuevos bloques de construcción, objetos, armas, armaduras y pinturas de guerra del poderoso reino de Aquilonia!",https://store.steampowered.com/app/887120/Conan_Exiles__Jewel_of_the_West_Pack,"6,99€",-30%,"9,99€",2 AGO 2018,0,121 reseñas de usuarios,Variadas,Rol-Multijugador masivo-Simulación-Estrategia-Aventura
Conan Exiles - The Imperial East Pack,Rol estratégico,¡Enriqueced vuestra experiencia en Conan Exiles con el nuevo contenido procedente de las tierras orientales de Khitai!,https://store.steampowered.com/app/760730/Conan_Exiles__The_Imperial_East_Pack,"6,99€",-30%,"9,99€",22 JUN 2018,0,185 reseñas de usuarios,Mayormente positivas,Acción-Aventura-Rol-Multijugador masivo-Estrategia
Class of Heroes 2G: Remaster Edition,Rol estratégico-Rol japonés,"¿Quieres enfrentarte a mazmorras oscuras y sinuosas repletas de magia y monstruos? Prepárate para disfrutar de un clásico del mazmorreo remasterizado y repleto de exploración, combates y oportunidades sin fin.",https://store.steampowered.com/app/2195790/Class_of_Heroes_2G_Remaster_Edition,"19,99€",,,26 ABR 2024,0,44 reseñas de usuarios,Variadas,Aventura-Rol-Rol japonés-Exploración de mazmorras-Rol de acción
麻雀一番街,Cartas y mesa-Estrategia en tiempo real-Rol japonés,"Riichi City is a competitive urban-style Anime mahjong game, featuring beginner-friendly mahjong tutorials, Ranked Matches and tournaments crowded with masters! Spice up the experience with our ACG characters voiced by famous CVs, and attractive items and  decorations! Set off for Riichi City now!",https://store.steampowered.com/app/1954420/,0€,,,8 SEPT 2022,0,3309 reseñas de usuarios,Variadas,Contenido sexual-Casuales-Anime-Terror psicológico-Suspense
Lilia: The Fallen Flower in the Prison City,Rol japonés,"Captured, imprisoned, and forced to work... Will you escape, or become another cog in the machine?",https://store.steampowered.com/app/3041820/Lilia_The_Fallen_Flower_in_the_Prison_City,"15,60€",-20%,"19,50€",22 MAR 2025,0,51 reseñas de usuarios,Mayormente positivas,Casuales-Rol-Contenido sexual-Anime-Rol japonés
Potion Permit,Agricultura y fabricación-Citas-Rol japonés,"¡Los habitantes de Moonbury necesitan curación y la química se te da de miedo! Con tus herramientas, un caldero burbujeante y tu fiel canino, tendrás que diagnosticar los síntomas, reunir los ingredientes, preparar pociones y curar las enfermedades en este juego RPG de simulación con final abierto.",https://store.steampowered.com/app/1337760/Potion_Permit,"19,99€",,,22 SEPT 2022,0,3657 reseñas de usuarios,Mayormente positivas,Un jugador-Coloridos-Rol japonés-Pixelados-Simulador de vida
Winter Memories,Citas-Rol japonés,"After the unforgettable summer memories you’ve made half a year ago, Yui, Rio, and Miyuki are back. With the change of seasons and the cold falling snow, a new page to your story is about to begin.",https://store.steampowered.com/app/2495450/Winter_Memories,"16,79€",,,6 ENE 2024,0,8660 reseñas de usuarios,Extremadamente positivas,Contenido sexual-Para adultos-Hentai-Desnudos-No aptos para oficinas
TRIBE NINE,Rol japonés,"Defy the madness. Brutal Action RPG ""TRIBE NINE""  Set in the nation of Neo Tokyo, where absolute madness rules. Here, teens face life-or-death battles, constantly resisting the harsh and unjust world—all in pursuit of reclaiming their lost freedom and dreams.",https://store.steampowered.com/app/2376580/TRIBE_NINE,0€,,,19 FEB 2025,0,3670 reseñas de usuarios,Mayormente positivas,Acción-Rol-Free to Play-Difíciles-Buena trama
Just a To the Moon Series Beach Episode,Rol japonés,"El capítulo de playa(TM) de To the Moon, Finding Paradise e Impostor Factory. Pero hay algo que no cuadra.",https://store.steampowered.com/app/2159210/Just_a_To_the_Moon_Series_Beach_Episode,"7,79€",,,20 SEPT 2024,0,2633 reseñas de usuarios,Extremadamente positivas,Buena trama-Aventura-Rol-Emocionales-Ambientales
Summer Memories+ - Expansion DLC,Rol japonés,"Were there not enough memories to be made in the original? Don't worry, we agree! Enjoy new scenes, new voices, and more memories in this expansion DLC from the developer Dojin Otome.",https://store.steampowered.com/app/1390150/Summer_Memories__Expansion_DLC,"8,19€",,,9 ENE 2021,0,918 reseñas de usuarios,Mayormente positivas,Contenido sexual-Desnudos-Para adultos-Hentai-Rol
Sudeki,Rol japonés,,https://store.steampowered.com/app/233350/Sudeki,"5,99€",,,24 FEB 2014,0,806 reseñas de usuarios,Muy positivas,Rol-Aventura-Acción-Rol de acción-Fantasía
Cassette Beasts: Fashion Pack,Rol japonés,"Para aquellos que quieran ser el centro de atención, ¡os presentamos el Paquete de moda! Incluye 14 nuevos atuendos y peinados que te sentarán como un guante. ¡Este contenido descargable decorativo hará que no haya nadie más elegante que tú en Nueva Wirral!",https://store.steampowered.com/app/2856510/Cassette_Beasts_Fashion_Pack,"3,99€",,,20 NOV 2024,0,,,Para mando-Comedia-Coleccionista de criaturas-Cooperativos locales
Splintered,Rol japonés,"Un RPG único donde el villano aleatoriza el mundo con cada derrota. Comienza con una experiencia clásica de RPG y sumérgete en mundos cambiantes donde el mundo, los objetos y los enemigos se mezclan, creando nuevos desafíos. ¡Conquista estos mundos y llega al enfrentamiento final!",https://store.steampowered.com/app/3127000/Splintered,"4,99€",,,21 MAR 2025,0,70 reseñas de usuarios,Muy positivas,Rol-Pixelados-Por turnos-Rol japonés-Retro
Cassette Beasts,Rol japonés,"Colecciona monstruos alucinantes y úsalos en combates por turnos en este juego de rol de mundo abierto, ahora con multijugador. ¡Combina dos monstruos cualesquiera con el sistema de fusión de Cassette Beasts para crear seres nuevos y poderosos!",https://store.steampowered.com/app/1321440/Cassette_Beasts,"19,99€",,,26 ABR 2023,0,7298 reseñas de usuarios,Extremadamente positivas,Para mando-Comedia-Coleccionista de criaturas-Cooperativos locales
NARAKU,Rol japonés,"This is a survival horror action game in which a young girl ""Enri"" tries to escape from a mysterious facility filled with blood and madness.",https://store.steampowered.com/app/2851770/NARAKU,"3,99€",,,28 JUN 2024,0,74 reseñas de usuarios,Muy positivas,Aventura-Sangriento-Rol japonés-Plataformas 2D-2D
"MONSTER HUNTER RISE - Set de poses ""Daño""",Rol japonés,,,,,,,1,,,
"MONSTER HUNTER RISE - Gesto ""Chocar los cinco""",Rol japonés,,,,,,,1,,,
"MONSTER HUNTER RISE - Set de poses ""Ataque""",Rol japonés,,,,,,,1,,,
"MONSTER HUNTER RISE - Set de armadura superpuesta ""Abrigo largo""",Rol japonés,,,,,,,1,,,
"MONSTER HUNTER RISE - Set de armadura superpuesta ""Nueve colas""",Rol japonés,,,,,,,1,,,
"MONSTER HUNTER RISE - Peinado ""Ondas playeras""",Rol japonés,,,,,,,1,,,
"MONSTER HUNTER RISE - Peinado ""Cresta Gran Baggi""",Rol japonés,,,,,,,1,,,
"MONSTER HUNTER RISE - Pieza de armadura superpuesta ""Aros wyverianos""",Rol japonés,,,,,,,1,,,
"MONSTER HUNTER RISE - Pieza de armadura superpuesta ""Peluca teatral""",Rol japonés,,,,,,,1,,,
Dungeons of Betrayal,Rol japonés,"Conviértete en un héroe joven y viaja de mazmorra a mazmorra para recuperar tus recuerdos perdidos. Mientras luchas tu camino, encontrarás personajes de tu pasado. Es su búsqueda para averiguar si son amigos o enemigos. Pero ten cuidado de que cualquiera pueda traicionarte en las Mazmorras de la Traición.",https://store.steampowered.com/app/402940/Dungeons_of_Betrayal,"1,01€",-94%,"16,99€",21 JUN 2019,0,56 reseñas de usuarios,Muy positivas,Aventura-Indie-Rol-RPGMaker-Rol japonés
"MONSTER HUNTER RISE - Maquillaje ""Alas de victoria""",Rol japonés,,,,,,,1,,,
"MONSTER HUNTER RISE - Pintura facial ""Héroe""",Rol japonés,,,,,,,1,,,
"MONSTER HUNTER RISE - Ropa de Bubo ""Capucha suave""",Rol japonés,,,,,,,1,,,
"MONSTER HUNTER RISE - Maquillaje ""Sombra de ojos""",Rol japonés,,,,,,,1,,,
"MONSTER HUNTER RISE - Ropa de Bubo ""Bubo bromista""",Rol japonés,,,,,,,1,,,
The Rangers In The South,Rol japonés,"Purga las tierras en este RogueLike 2.5D HD Pixelart ARPG! Crea cientos de personajes con estrategias y habilidades únicas, enfréntate a hordas de enemigos, explora los diferentes biomas, mazmorras generadas proceduralmente y obtén objetos únicos!",https://store.steampowered.com/app/3074110/The_Rangers_In_The_South,"3,99€",,,9 ENE 2025,0,604 reseñas de usuarios,Muy positivas,Roguelike de acción-Pixelados-2.5D-Fantasía-Roguelike
Dragon Spirits 0,Rol japonés,"A skeleton from my childhood, the original edition of Dragon Spirits, which I developed in middle school, is a creature collector RPG that serves as the origin of the Dragon Spirits series. I still keep it as a memento. (Almost) no one can make a good game from the very beginning.",https://store.steampowered.com/app/3150450/Dragon_Spirits_0,,,,1 ENE 2077,0,,,Rol-Aventura-Coleccionista de criaturas-Dragones-Recolectatlón
The Mysterious Cat Tower,Rol japonés,"In this turn-based RPG, follow the story of a woman fighting off a terrible curse in order to save a loved one. Discover spells, choose talents, adjust attributes, recruit powerful allies, and reset your build to explore new strategies in order survive the treacherous world ahead.",https://store.steampowered.com/app/1706960/The_Mysterious_Cat_Tower,,,,6 OCT 2069,0,,,Por turnos-Rol japonés-Combate por turnos-Rol-Terror
Chronos Phantasia,Rol japonés,"Chronos Phantasia revolutionizes action RPG combat by letting players transform ANY object into a powerful weapon through our unique Momentum system. As players master timing and build spiritual connections with their weapons, ethereal souls manifest as combat companions.",https://store.steampowered.com/app/3440950/Chronos_Phantasia,,,,2027,0,,,Aventura-Rol-Rol de acción-Acción y aventura-Rol japonés
我的老婆是王女大人,Rol japonés,"A traitor appeared in the kingdom, and the seal of the demon king was lifted. In order to save the kingdom~the beautiful queen sent a rescue request to the brave...The price was to become the wife of the brave!",https://store.steampowered.com/app/1714390/,,,,,0,,,Contenido sexual-Desnudos-Rol-Hentai-Para adultos
Project DOSA,Rol japonés,"Platform through a vibrant world in an upgradeable mech and cook delicious meals. Fight off corpos in turn based combat, discover new recipes, build up your reputation with local communities, and bond with friends and family on a journey to taste everything life has to offer.",https://store.steampowered.com/app/2950710/Project_DOSA,,,,2026,0,,,Aventura-3D-Coloridos-Divertidos-Rol
Take off mask,Rol japonés,"  is a strategic action RPG where you can enjoy dozens of unit battles. Exploration and combat can reveal the secrets of the mysterious world, find hidden colleagues, and challenge the wider area. challenge the Devil of the North with the best combat power.",https://store.steampowered.com/app/2853870/Take_off_mask,,,,2026,0,,,Un jugador-2D-Pixelados-De arriba a abajo-ETR de acción
Port Valley,Rol japonés,La aventura gráfica (no tan) clásica donde la perspectiva lo cambia todo. Vive la Jornada Electoral de Port Valley desde 3 puntos de vista y descubre qué está pasando en esta extraña ciudad.,https://store.steampowered.com/app/904450/Port_Valley,,,,2026,0,,,Comedia-Ambientales-Buena trama-Retro-Pixelados
ルミネックス カルテット,Rol japonés,"A fantasy RPG featuring music. The curious boy Pato sets out on a journey with his childhood friend Belffie in search of legendary instruments. Eventually, they come to bear a great destiny. An adventure story with full voice acting.",https://store.steampowered.com/app/3424670/,,,,2026,0,,,Rol-Indie-Rol japonés-Novelas visuales-Lineales
Hero Academy Legacy,Rol japonés,"A fresh RPG combining school management and hero training!!
Embark on an epic quest to defeat the mighty Demon Lord and restore peace to the world alongside the heroes you've nurtured at your academy. In Hero Academy Legacy, strategy, training, and adventure merge to help you build your own legend!",https://store.steampowered.com/app/3446390/Hero_Academy_Legacy,,,,2026,0,,,Exploración-Tácticas por turnos-Juegos de rol tácticos-Educación-Juegos de cartas
Contract Cafe,Rol japonés,"As Riko Feen, you manage a quaint café teetering on the edge of closure. But when a surprising letter arrives, everything shifts—now you must adopt Niya, a girl with a mysterious past. Amidst your efforts to rescue the café and navigate peculiar customers, secrets about the shop begin to surface...",https://store.steampowered.com/app/2943470/Contract_Cafe,,,,2026,0,,,Rol japonés-Casuales-Modernos-Fabricación-Adorables
SoulSide,Rol japonés,"SoulSide is a JRPG that blends traditional mechanics with modern elements, brought to life with detailed pixel art graphics.
Meet a quirky cast of characters and explore diverse environments!",https://store.steampowered.com/app/1813000/SoulSide,,,,2026,0,,,Pixelados-Rol-Divertidos-Buena trama-Finales múltiples
Sweets & Dragons,Rol japonés,"Sweets & Dragons is a simulation game of maid cafe management in another world. The player becomes the owner of a maid cafe, and while managing the shop and training beautiful maid androids, collects money and grows the shop.",https://store.steampowered.com/app/3535030/Sweets__Dragons,,,,4.º TRIMESTRE DEL 2026,0,,,Simulación-Aventura-Adorables-Dragones-Protagonista femenina
inZOI,Aficiones y trabajos-Citas-Construcción y automatización-De vida e inmersivo-Estrategia-Sandbox y de física-Simulación,"""Toda vida tiene una historia detrás"". Crea tu propia historia mientras guías y observas a tus Zois.

Vive la vida de tus sueños con las potentes herramientas de inZOI. Crea personajes únicos, construye casas imponentes y disfruta de una completa simulación que capta todas las emociones de la vida.",https://store.steampowered.com/app/2456740/inZOI,"39,99€",,,28 MAR 2025,0,9660 reseñas de usuarios,Muy positivas,Simulador de vida-Personalización de personajes-Simulación-Realistas-Construcción
EA SPORTS FC™ 25,Aficiones y trabajos-Deportes de equipo-Deportes y carreras-Simulación-Simulador deportivo-Todos los deportes,EA SPORTS FC™ 25 te ofrece más formas de ganar por el club. Forma equipo con tus colegas en tus modos favoritos con el nuevo Rush de 5 contra 5 y lleva a tu club a la victoria gracias a un control táctico más realista que nunca con FC IQ.,https://store.steampowered.com/app/2669320/EA_SPORTS_FC_25,"42,00€",,,27 SEPT 2024,0,56.838 reseñas de usuarios,Variadas,Deportes-Simulación-Fútbol-Para mando-Multijugador
NBA 2K25,Cartas y mesa-De vida e inmersivo-Deportes de equipo-Deportes y carreras-Simulación-Simulador deportivo-Todos los deportes,"Conviértete en el rey de la pista con autenticidad y realismo con ProPLAY™, que te permitirá tener el control absoluto de tu juego en NBA 2K25. Define tu legado en Mi CARRERA, MyTEAM, Mi NBA y La W.",https://store.steampowered.com/app/2878980/NBA_2K25,"20,99€",-70%,"69,99€",28 OCT 2024,0,16.889 reseñas de usuarios,Variadas,Deportes-Baloncesto-Simulación-e-sports-3D
Euro Truck Simulator 2,Aficiones y trabajos-De vida e inmersivo-Simulación,"Viaja por Europa como si la carretera fuera tuya: ¡un camionero que entrega importantes mercancías a impresionantes distancias! Con docenas de ciudades que explorar, tu resistencia, habilidad y velocidad se pondrán al límite.",https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2,"19,99€",,,12 OCT 2012,0,645.062 reseñas de usuarios,Extremadamente positivas,Conducción-Transportes-Simulación-Mundo abierto-Simulador de automóviles
Cities: Skylines,Aficiones y trabajos-Ciudades y asentamientos-Construcción y automatización-Estrategia-Sandbox y de física-Simulación,"Introduce nuevos elementos a la mecánica de juego para plasmar la emoción y las complicaciones de mantener una ciudad de verdad, ampliando al mismo tiempo algunos de los temas ya conocidos de la experiencia del desarrollo urbanístico.",https://store.steampowered.com/app/255710/Cities_Skylines,"2,79€",-90%,"27,99€",10 MAR 2015,0,203.433 reseñas de usuarios,Muy positivas,Construcción de ciudades-Simulación-Construcción-Gestión-Estrategia
RimWorld,Ciudades y asentamientos-Construcción y automatización-Estrategia-Sandbox y de física-Simulación,"Un simulador de colonias de ciencia ficción dirigido por una brillante Inteligencia Artificial que narrará la historia. Genera historias al simular psicología, ecología, combate, clima, biomas, diplomacia, relaciones interpersonales, arte, medicina, comercio y mucho más.",https://store.steampowered.com/app/294100/RimWorld,"25,59€",-20%,"31,99€",17 OCT 2018,0,174.957 reseñas de usuarios,Extremadamente positivas,Simulador de colonias-Construcción de bases-Supervivencia-Estrategia-Sandbox
Stellaris,Espacio y vuelo-Estrategia-Gran estrategia y 4X-Militares-Sandbox y de física-Simulación,"Explora una galaxia repleta de maravillas con este juego de ciencia ficción y gran estrategia de Paradox Development Studio. Interactúa con distintas especies alienígenas, descubre nuevos mundos y amplía el dominio de tu imperio. Cada nueva aventura ofrece posibilidades casi infinitas.",https://store.steampowered.com/app/281990/Stellaris,"9,99€",-75%,"39,99€",9 MAY 2016,0,124.214 reseñas de usuarios,Muy positivas,Espacio-Gran estrategia-Estrategia-Ciencia ficción-4X
Foundation,Ciudades y asentamientos-Construcción y automatización-Estrategia-Sandbox y de física-Simulación,"Foundation es un juego de construcción de ciudades medievales relajado, sin cuadrículas y centrado en el desarrollo natural, la construcción de monumentos y la gestión de recursos.",https://store.steampowered.com/app/690830/Foundation,"25,49€",-25%,"33,99€",31 ENE 2025,0,18.258 reseñas de usuarios,Muy positivas,Construcción de ciudades-Simulación-Medievales-Estrategia-Sandbox
War Thunder,Espacio y vuelo-Simulación,"War Thunder es un juego de combate MMO gratuito de vehículos militares usados en la Segunda Guerra Mundial y la guerra de Corea. Lucha en grandes batallas de tierra, mar y aire con jugadores internacionales en un entorno en continuo desarrollo.",https://store.steampowered.com/app/236390/War_Thunder,0€,,,15 AGO 2013,0,608.063 reseñas de usuarios,Mayormente positivas,Free to Play-Simulación-Combate con vehículos-Combate-Segunda Guerra Mundial
Sid Meier's Civilization VII,Construcción y automatización-Estrategia-Estrategia por turnos-Gran estrategia y 4X-Militares-Simulación,La galardonada saga de juegos de estrategia regresa con una nueva y revolucionaria entrega. ¡Con Sid Meier's Civilization® VII construirás el mayor imperio que haya existido!,https://store.steampowered.com/app/1295660/Sid_Meiers_Civilization_VII,"69,99€",,,11 FEB 2025,0,29.238 reseñas de usuarios,Variadas,Estrategia-Estrategia por turnos-4X-Gran estrategia-Históricos
Evil Genius 2: World Domination,Construcción y automatización-Estrategia-Estrategia en tiempo real-Sandbox y de física-Simulación,"Un satírico juego de ciencia ficción de construir guaridas secretas… ¡en el que serás la mente criminal! ¡Construye tu base, entrena a tus súbditos, defiende tus operaciones de las Fuerzas de la Justicia y logra conquistar el mundo!",https://store.steampowered.com/app/700600/Evil_Genius_2_World_Domination,"3,99€",-90%,"39,99€",30 MAR 2021,0,10.564 reseñas de usuarios,Variadas,Estrategia-Construcción de bases-Protagonista villano-Simulación-Construcción
Le Mans Ultimate,Aficiones y trabajos-Carreras-De vida e inmersivo-Simulación-Simulador de carreras,"Le Mans es una historia en constante evolución... impulsada por la emoción, el ritmo y la gloria. Le Mans Ultimate: el juego oficial del Campeonato Mundial de Resistencia de la FIA y las 24 Horas de Le Mans.",https://store.steampowered.com/app/2399420/Le_Mans_Ultimate,"34,99€",,,20 FEB 2024,0,6314 reseñas de usuarios,Mayormente positivas,Carreras-Simulador de automóviles-RV-Conducción-Multijugador
Cities: Skylines II,Aficiones y trabajos-Ciudades y asentamientos-Construcción y automatización-Estrategia-Sandbox y de física-Simulación,"Construye una ciudad y haz que prospere con el constructor de ciudades más realista. Pon a prueba tu creatividad y tu resolución de problemas para construir a una escala que nunca experimentaste. Con su simulación y su economía, crea mundos sin límites.",https://store.steampowered.com/app/949230/Cities_Skylines_II,"39,99€",-20%,"49,99€",24 OCT 2023,0,49.464 reseñas de usuarios,Variadas,Construcción de ciudades-Simulación-Construcción-Un jugador-Sandbox
Microsoft Flight Simulator 2024,Aficiones y trabajos-Espacio y vuelo-Sandbox y de física-Simulación,Explora el mundo con nuestra flota más grande de aviones y lleva la simulación a otras alturas mientras persigues tu carrera en la aviación dentro de Microsoft Flight Simulator 2024.,https://store.steampowered.com/app/2537590/Microsoft_Flight_Simulator_2024,"79,99€",,,19 NOV 2024,0,12.083 reseñas de usuarios,Variadas,Simulación-Vuelo-Realistas-RV-Simulador de aficiones
Cataclismo,Ciudades y asentamientos-Construcción y automatización-Estrategia-Estrategia en tiempo real-Gran estrategia y 4X-Sandbox y de física-Simulación,"Erige tus fortalezas ladrillo a ladrillo para vencer a hordas de horrores sin fin en este juego de estrategia en tiempo real con gestión de recursos, defensa de asedios y exploración. Dirige desde las murallas, rechaza la oscuridad y resiste las criaturas de la niebla.",https://store.steampowered.com/app/1422440/Cataclismo,"19,49€",-35%,"29,99€",20 MAR 2025,0,2883 reseñas de usuarios,Muy positivas,Estrategia-Construcción de bases-Simulación-ETR-Construcción de ciudades
Two Point Museum,Construcción y automatización-De vida e inmersivo-Estrategia-Sandbox y de física-Simulación,"¡Organiza y gestiona museos increíbles! 

Explora para descubrir reliquias asombrosas. Diseña las salas y mantén al personal contento, a los visitantes entretenidos, las donaciones abundantes y a los niños alejados de las piezas expuestas.",https://store.steampowered.com/app/2185060/Two_Point_Museum,"29,99€",,,4 MAR 2025,0,3438 reseñas de usuarios,Extremadamente positivas,Simulación-Casuales-Estrategia-Construcción-Construcción de ciudades
Wreckfest 2,Aficiones y trabajos-Carreras-Sandbox y de física-Simulación-Simulador de carreras,¿Listo para el caos? ¡Vuelve Wreckfest con las mejores carreras de choques y una destrucción sin igual! Sé testigo de batallas encarnizadas mientras haces trizas al resto de vehículos. ¡Motor de gráficas mejorado y desarrollado por los creadores de Wreckfest y FlatOut!,https://store.steampowered.com/app/1203190/Wreckfest_2,"23,99€",-20%,"29,99€",20 MAR 2025,0,1954 reseñas de usuarios,Mayormente positivas,Carreras-Simulación-Carreras de combate-Simulador de automóviles-3D
Hearts of Iron IV,Estrategia-Estrategia en tiempo real-Gran estrategia y 4X-Militares-Sandbox y de física-Simulación,"¡Tenemos la victoria al alcance de la mano! Tu capacidad para liderar tu nación es tu arma principal. En el juego de estrategia Hearts of Iron IV podrás ponerte el mando de cualquier nación de la II Guerra Mundial, el conflicto más fascinante de la historia mundial.",https://store.steampowered.com/app/394360/Hearts_of_Iron_IV,"49,99€",,,6 JUN 2016,0,232.077 reseñas de usuarios,Muy positivas,Estrategia-Segunda Guerra Mundial-Gran estrategia-Bélicos-Históricos
BeamNG.drive,Aficiones y trabajos-Carreras-Sandbox y de física-Simulación-Simulador de carreras,Un simulador de autos con física dinámica de cuerpos blandos donde puedes hacer casi lo que sea.,https://store.steampowered.com/app/284160/BeamNGdrive,"22,50€",,,29 MAY 2015,0,286.421 reseñas de usuarios,Extremadamente positivas,Simulación-Conducción-Física-Realistas-Destrucción
American Truck Simulator,Aficiones y trabajos-De vida e inmersivo-Simulación,"Disfruta de los legendarios camiones estadounidenses y entrega diferentes mercancías por la soleada California, la arenosa Nevada y el estado del Gran Cañón, Arizona. American Truck Simulator te llevará a través de paisajes increíbles y lugares icónicos de Estados Unidos.",https://store.steampowered.com/app/270880/American_Truck_Simulator,"19,99€",,,2 FEB 2016,0,141.495 reseñas de usuarios,Extremadamente positivas,Simulador de automóviles-Conducción-Mundo abierto-Transportes-Simulación
Factorio: Space Age,Agricultura y fabricación-Construcción y automatización-Sandbox y de física-Simulación,"Factorio: Space Age continúa el viaje del jugador tras el lanzamiento de cohetes al espacio. Descubre nuevos mundos con desafíos únicos, explota sus novedosos recursos para obtener avances tecnológicos y gestiona tu flota de plataformas espaciales interplanetarias.",https://store.steampowered.com/app/645390/Factorio_Space_Age,"32,00€",,,21 OCT 2024,0,5110 reseñas de usuarios,Muy positivas,Automatización-Construcción de bases-Gestión de recursos-Sandbox-Fabricación
Sid Meier’s Civilization® VI,Construcción y automatización-Estrategia-Estrategia por turnos-Gran estrategia y 4X-Militares-Simulación,"Expande tu imperio, haz avanzar tu cultura y enfréntate a los mejores líderes de la historia. ¿Podrá tu civilización superar la prueba del tiempo?",https://store.steampowered.com/app/289070/Sid_Meiers_Civilization_VI,"5,99€",-90%,"59,99€",21 OCT 2016,0,251.524 reseñas de usuarios,Muy positivas,Estrategia-Estrategia por turnos-Multijugador-Históricos-Gran estrategia
Infection Free Zone,Ciudades y asentamientos-Construcción y automatización-De vida e inmersivo-Estrategia-Estrategia en tiempo real-Sandbox y de física-Simulación,"¡Lidera a los supervivientes de tu ciudad! Elige tu base de operaciones; y reconstruye y acondiciona edificios para crear un asentamiento autosuficiente. ¡Cuando caiga la noche tendrás que defenderlo de los infectados! 
Juega en CUALQUIER CIUDAD DEL MUNDO, ¡el juego usa datos geográficos reales!",https://store.steampowered.com/app/1465460/Infection_Free_Zone,"19,99€",-20%,"24,99€",11 ABR 2024,0,12.059 reseñas de usuarios,Mayormente positivas,Construcción de bases-Posapocalípticos-Construcción de ciudades-Estrategia-Zombis
Assetto Corsa,Aficiones y trabajos-Carreras-Deportes y carreras-Sandbox y de física-Simulación-Simulador de carreras,"Assetto Corsa v1.16 introduces the new ""Laguna Seca"" laser-scanned track, 7 new cars among which the eagerly awaited Alfa Romeo Giulia Quadrifoglio! Check the changelog for further info!",https://store.steampowered.com/app/244210/Assetto_Corsa,"19,99€",,,19 DIC 2014,0,114.334 reseñas de usuarios,Muy positivas,Carreras-Simulador de automóviles-Simulación-Conducción-Multijugador
EA SPORTS FC™ 24,Aficiones y trabajos-Deportes de equipo-Deportes y carreras-Simulación-Simulador deportivo-Todos los deportes,"EA SPORTS FC™ 24 te da la bienvenida a The World's Game: la experiencia futbolística más fiel hasta la fecha con HyperMotionV, PlayStyles optimizado por Opta y el motor mejorado de Frostbite™.",https://store.steampowered.com/app/2195250/EA_SPORTS_FC_24,"42,00€",,,29 SEPT 2023,0,91.928 reseñas de usuarios,Variadas,Fútbol-Deportes-Para mando-Multijugador-JcJ
Oxygen Not Included,Ciudades y asentamientos-Construcción y automatización-Espacio y vuelo-Sandbox y de física-Simulación,"Oxygen Not Included is a space-colony simulation game. Deep inside an alien space rock your industrious crew will need to master science, overcome strange new lifeforms, and harness incredible space tech to survive, and possibly, thrive.",https://store.steampowered.com/app/457140/Oxygen_Not_Included,"7,81€",-66%,"22,99€",30 JUL 2019,0,118.818 reseñas de usuarios,Extremadamente positivas,Simulador de colonias-Construcción de bases-Supervivencia-Gestión de recursos
F1® 25,Carreras-Deportes y carreras-Simulación-Simulador de carreras,"Deja tu huella en el mundo del automovilismo en F1® 25, el videojuego oficial del 2025 FIA Formula One World Championship™, con mejoras en el modo Mi Equipo, el emocionante tercer capítulo de Braking Point ¡y mucho más!",https://store.steampowered.com/app/3059520/F1_25,"59,99€",,,30 MAY 2025,0,,,Carreras-Deportes-Simulación-JcJ-Cooperativos
WorldBox - God Simulator,Ciudades y asentamientos-Construcción y automatización-De vida e inmersivo-Sandbox y de física-Simulación,"WorldBox es el juego sandbox DEFINITIVO. Crea tu propio mundo o destrúyelo utilizando varios poderes. Observa como las civilizaciones crecen, establecen reinos y colonizan nuevas tierras. Los pueblos se rebelarán, imperios caerán. ¿Los ayudarás? ¿O simplemente los verás arder?",https://store.steampowered.com/app/1206560/WorldBox__God_Simulator,"19,50€",,,2 DIC 2021,0,35.867 reseñas de usuarios,Muy positivas,Sandbox-Simulador de dios-Simulación-Pixelados-Simulador de colonias
Yu-Gi-Oh! Master Duel,Cartas y mesa-Estrategia-Simulación,"¡La edición definitiva del juego de cartas competitivo que lleva más de 20 años evolucionando!

Bátete en Duelo al mayor nivel contra Duelistas de todo el mundo.",https://store.steampowered.com/app/1449850/YuGiOh_Master_Duel,0€,,,19 ENE 2022,0,84.295 reseñas de usuarios,Mayormente positivas,Juegos de cartas-Free to Play-Estrategia-Cartas coleccionables-Multijugador
eFootball™,Aficiones y trabajos-Deportes de equipo-Deportes y carreras-Simulación-Simulador deportivo-Todos los deportes,"¡El alucinante juego de fútbol con 750 millones de descargas a nivel mundial te está esperando!
¡Juega a eFootball™ con usuarios de todo el mundo!",https://store.steampowered.com/app/1665460/eFootball,0€,,,30 SEPT 2021,0,89.056 reseñas de usuarios,Variadas,Fútbol-Free to Play-Para mando-Multijugador-Deportes
